Ground-truth,frame,xnano,ynano,znano,intensity 
19305,  1005, 3248.018, 2771.995, 114.470, 5058.967 
19306,  1006, 3248.018, 2771.995, 114.470, 10356.204 
19307,  1007, 3248.018, 2771.995, 114.470, 10356.204 
19308,  1008, 3248.018, 2771.995, 114.470, 5456.728 
19309,  1009, 3248.018, 2771.995, 114.470, 2681.091 
19310,  1010, 3248.018, 2771.995, 114.470, 10356.204 
19311,  1011, 3248.018, 2771.995, 114.470, 4138.998 
19312,  1012, 3248.018, 2771.995, 114.470, 3726.122 
19313,  1013, 3248.018, 2771.995, 114.470, 10356.204 
19314,  1014, 3248.018, 2771.995, 114.470, 2291.536 
19315,  1153, 3253.517, 2776.225, 131.486, 2644.231 
19316,  1138, 3282.031, 2731.013, 123.971, 6665.312 
19317,  1139, 3282.031, 2731.013, 123.971, 9713.519 
19318,  1142, 3282.031, 2731.013, 123.971, 2992.441 
19319,  1145, 3282.031, 2731.013, 123.971, 407.168 
19320,  1318, 3248.977, 2758.050, 119.726, 3726.136 
19321,  1319, 3248.977, 2758.050, 119.726, 7844.983 
19322,  1125, 3272.934, 2748.274, 121.449, 7645.329 
19323,  1126, 3272.934, 2748.274, 121.449, 8430.907 
19324,  1128, 3272.934, 2748.274, 121.449, 3734.429 
19325,  1129, 3272.934, 2748.274, 121.449, 1791.425 
19326,  1130, 3272.934, 2748.274, 121.449, 2636.059 
19327,   415, 3248.517, 2785.785, 119.045, 8551.422 
19328,   416, 3248.517, 2785.785, 119.045, 1317.472 
19329,   417, 3248.517, 2785.785, 119.045, 2771.549 
19330,  2480, 3234.215, 2797.919, 114.852, 3265.523 
19331,  2481, 3234.215, 2797.919, 114.852, 2160.063 
19332,  2482, 3234.215, 2797.919, 114.852, 185.651 
19333,  2483, 3234.215, 2797.919, 114.852, 2502.017 
19334,   185, 3229.064, 2785.865, 124.374, 6627.498 
19335,   186, 3229.064, 2785.865, 124.374, 3135.917 
19336,   614, 3270.092, 2716.452, 121.328, 5178.165 
19337,   130, 3262.996, 2729.514, 127.158, 2278.294 
19338,   131, 3262.996, 2729.514, 127.158, 10381.365 
19339,   132, 3262.996, 2729.514, 127.158, 8324.775 
19340,   924, 3249.913, 2768.010, 135.141, 2445.804 
19341,   925, 3249.913, 2768.010, 135.141, 465.993 
19342,  1217, 3282.735, 2718.532, 135.098, 5407.396 
19343,  1219, 3282.735, 2718.532, 135.098, 6166.991 
19344,  1220, 3282.735, 2718.532, 135.098, 10396.625 
19345,  1221, 3282.735, 2718.532, 135.098, 10396.625 
19346,  1222, 3282.735, 2718.532, 135.098, 2660.596 
19347,   772, 3255.341, 2775.702, 125.116, 9922.458 
19348,   773, 3255.341, 2775.702, 125.116, 8684.034 
19349,  1756, 3284.035, 2729.856, 126.464, 1272.528 
19350,  1757, 3284.035, 2729.856, 126.464, 6899.354 
19351,  1759, 3284.035, 2729.856, 126.464, 8306.497 
19352,  1760, 3284.035, 2729.856, 126.464, 4149.988 
19353,   414, 3261.092, 2740.328, 130.888, 3572.322 
19354,   219, 3227.172, 2802.316, 118.056, 7409.653 
19355,   220, 3227.172, 2802.316, 118.056, 7181.537 
19356,   229, 3227.172, 2802.316, 118.056, 3398.959 
19357,   230, 3227.172, 2802.316, 118.056, 10417.607 
19358,   231, 3227.172, 2802.316, 118.056, 10417.607 
19359,   232, 3227.172, 2802.316, 118.056, 2446.629 
19360,   233, 3227.172, 2802.316, 118.056, 10417.607 
19361,   234, 3227.172, 2802.316, 118.056, 2056.496 
19362,  1329, 3223.801, 2819.355, 115.654, 5370.336 
19363,  1330, 3223.801, 2819.355, 115.654, 256.721 
19364,  1331, 3223.801, 2819.355, 115.654, 2700.840 
19365,  1332, 3223.801, 2819.355, 115.654, 10444.481 
19366,  1333, 3223.801, 2819.355, 115.654, 1937.966 
19367,  1695, 3204.651, 2837.498, 132.470, 7943.195 
19368,  1696, 3204.651, 2837.498, 132.470, 4173.931 
19369,  1702, 3204.651, 2837.498, 132.470, 551.835 
19370,   707, 3211.988, 2841.208, 121.343, 4283.532 
19371,   708, 3211.988, 2841.208, 121.343, 4137.212 
19372,   714, 3211.988, 2841.208, 121.343, 1560.263 
19373,  1659, 3210.422, 2813.765, 123.050, 2054.202 
19374,   342, 3231.794, 2810.511, 132.233, 3316.040 
19375,   343, 3231.794, 2810.511, 132.233, 2035.393 
19376,   345, 3231.794, 2810.511, 132.233, 2332.937 
19377,   346, 3231.794, 2810.511, 132.233, 10383.201 
19378,   347, 3231.794, 2810.511, 132.233, 10383.201 
19379,   348, 3231.794, 2810.511, 132.233, 6616.443 
19380,   193, 3206.006, 2854.051, 124.606, 576.733 
19381,   194, 3206.006, 2854.051, 124.606, 10423.868 
19382,   195, 3206.006, 2854.051, 124.606, 6914.780 
19383,   864, 3208.243, 2831.464, 133.844, 2138.645 
19384,   868, 3208.243, 2831.464, 133.844, 4575.495 
19385,  1471, 3219.707, 2831.097, 115.717, 7233.244 
19386,  1472, 3219.707, 2831.097, 115.717, 4193.547 
19387,  1473, 3219.707, 2831.097, 115.717, 3737.681 
19388,  1474, 3219.707, 2831.097, 115.717, 413.427 
19389,  1476, 3219.707, 2831.097, 115.717, 5657.660 
19390,  1697, 3216.435, 2836.008, 128.922, 2703.201 
19391,  1702, 3215.581, 2817.058, 131.583, 1122.387 
19392,  1703, 3215.581, 2817.058, 131.583, 10446.445 
19393,  1704, 3215.581, 2817.058, 131.583, 2600.654 
19394,  1550, 3219.883, 2837.402, 130.193, 10030.844 
19395,  1551, 3219.883, 2837.402, 130.193, 1992.821 
19396,  1267, 3209.075, 2825.941, 118.833, 6736.019 
19397,  1268, 3209.075, 2825.941, 118.833, 1822.211 
19398,   725, 3226.056, 2816.643, 119.082, 543.312 
19399,   726, 3226.056, 2816.643, 119.082, 5972.940 
19400,   728, 3226.056, 2816.643, 119.082, 8226.916 
19401,  1253, 3229.663, 2812.645, 130.974, 5937.042 
19402,  1254, 3229.663, 2812.645, 130.974, 10450.168 
19403,  1255, 3229.663, 2812.645, 130.974, 10450.168 
19404,  1256, 3229.663, 2812.645, 130.974, 9972.318 
19405,  1257, 3229.663, 2812.645, 130.974, 4273.413 
19406,  2305, 3229.761, 2804.993, 113.818, 6521.703 
19407,  2306, 3229.761, 2804.993, 113.818, 2841.886 
19408,  2307, 3229.761, 2804.993, 113.818, 2885.024 
19409,  2308, 3229.761, 2804.993, 113.818, 2960.676 
19410,  1021, 3203.521, 2825.586, 122.154, 7674.905 
19411,  1022, 3203.521, 2825.586, 122.154, 2232.805 
19412,  1025, 3203.521, 2825.586, 122.154, 992.981 
19413,  1026, 3203.521, 2825.586, 122.154, 8005.611 
19414,  2151, 3210.477, 2816.879, 127.332, 3603.900 
19415,   235, 3221.567, 2802.395, 129.533, 2022.104 
19416,   236, 3221.567, 2802.395, 129.533, 10388.342 
19417,   237, 3221.567, 2802.395, 129.533, 2915.543 
19418,   784, 3233.971, 2808.250, 130.493, 2085.996 
19419,   785, 3233.971, 2808.250, 130.493, 10395.226 
19420,   786, 3233.971, 2808.250, 130.493, 10395.226 
19421,   787, 3233.971, 2808.250, 130.493, 10395.226 
19422,   788, 3233.971, 2808.250, 130.493, 10395.226 
19423,   789, 3233.971, 2808.250, 130.493, 7971.345 
19424,   231, 3202.457, 2833.912, 131.110, 3232.178 
19425,  2344, 3221.218, 2820.199, 137.022, 833.304 
19426,  1388, 3205.334, 2858.140, 123.620, 9243.182 
19427,  1389, 3205.334, 2858.140, 123.620, 10407.483 
19428,  1390, 3205.334, 2858.140, 123.620, 5203.339 
19429,  1024, 3212.424, 2820.792, 133.252, 1317.798 
19430,  1025, 3212.424, 2820.792, 133.252, 3031.774 
19431,   916, 3392.767, 1699.948, -359.032, 269.584 
19432,   917, 3392.767, 1699.948, -359.032, 3089.124 
19433,  1936, 3399.742, 1699.444, -348.408, 1881.219 
19434,  1937, 3399.742, 1699.444, -348.408, 453.191 
19435,  1003, 3331.867, 1760.516, -352.290, 1032.738 
19436,  1009, 3331.867, 1760.516, -352.290, 6923.017 
19437,  1010, 3331.867, 1760.516, -352.290, 6164.258 
19438,  1214, 3382.023, 1731.302, -357.550, 3380.255 
19439,  1215, 3382.023, 1731.302, -357.550, 9400.284 
19440,  1216, 3382.023, 1731.302, -357.550, 5811.444 
19441,  1125, 3394.913, 1701.622, -350.394, 3779.304 
19442,  1133, 3394.913, 1701.622, -350.394, 3196.743 
19443,  1134, 3394.913, 1701.622, -350.394, 9434.379 
19444,  1135, 3394.913, 1701.622, -350.394, 2284.150 
19445,  1382, 3381.294, 1737.260, -350.984, 6888.250 
19446,  1383, 3381.294, 1737.260, -350.984, 4295.285 
19447,  1742, 3352.691, 1739.958, -354.488, 3209.717 
19448,   153, 3375.232, 1724.715, -359.979, 2347.439 
19449,   154, 3375.232, 1724.715, -359.979, 3454.921 
19450,   155, 3375.232, 1724.715, -359.979, 9137.748 
19451,   156, 3375.232, 1724.715, -359.979, 7850.794 
19452,  1451, 3384.802, 1711.393, -354.386, 4590.215 
19453,   677, 3389.510, 1729.847, -348.543, 4499.500 
19454,   678, 3389.510, 1729.847, -348.543, 9603.518 
19455,   679, 3389.510, 1729.847, -348.543, 9603.518 
19456,   680, 3389.510, 1729.847, -348.543, 1584.179 
19457,    84, 3322.606, 1755.789, -343.817, 3548.594 
19458,    85, 3322.606, 1755.789, -343.817, 3562.094 
19459,   388, 3318.039, 1774.998, -348.127, 4814.830 
19460,   389, 3318.039, 1774.998, -348.127, 9663.083 
19461,   390, 3318.039, 1774.998, -348.127, 6165.159 
19462,   397, 3318.039, 1774.998, -348.127, 6166.277 
19463,  1229, 3335.121, 1749.186, -335.477, 2766.712 
19464,  1848, 3393.349, 1718.600, -345.440, 5834.230 
19465,  1849, 3393.349, 1718.600, -345.440, 8970.740 
19466,   369, 3310.712, 1778.546, -345.708, 5220.826 
19467,   370, 3310.712, 1778.546, -345.708, 7966.856 
19468,   879, 3360.066, 1750.004, -340.232, 5879.017 
19469,   880, 3360.066, 1750.004, -340.232, 7235.406 
19470,   881, 3360.066, 1750.004, -340.232, 4707.838 
19471,   882, 3360.066, 1750.004, -340.232, 5868.850 
19472,  2225, 3397.331, 1725.191, -348.034, 1599.589 
19473,  2229, 3397.331, 1725.191, -348.034, 5445.343 
19474,   994, 3333.929, 1762.658, -333.446, 2611.560 
19475,   995, 3333.929, 1762.658, -333.446, 7004.688 
19476,   996, 3333.929, 1762.658, -333.446, 3037.578 
19477,   998, 3333.929, 1762.658, -333.446, 8367.585 
19478,   999, 3333.929, 1762.658, -333.446, 2642.244 
19479,  1847, 3381.751, 1719.307, -342.102, 1884.393 
19480,  2243, 3306.528, 1784.732, -338.276, 1126.011 
19481,  2244, 3306.528, 1784.732, -338.276, 731.698 
19482,  1101, 3342.493, 1763.238, -349.075, 860.137 
19483,  1102, 3342.493, 1763.238, -349.075, 993.626 
19484,  2240, 3374.299, 1735.591, -340.102, 1083.544 
19485,  2241, 3374.299, 1735.591, -340.102, 9157.852 
19486,  2245, 3374.299, 1735.591, -340.102, 4967.856 
19487,  2246, 3374.299, 1735.591, -340.102, 6802.093 
19488,  2250, 3374.299, 1735.591, -340.102, 2930.123 
19489,  2251, 3374.299, 1735.591, -340.102, 8604.100 
19490,  2256, 3374.299, 1735.591, -340.102, 3963.349 
19491,   193, 3306.424, 1778.296, -344.443, 4093.163 
19492,   194, 3306.424, 1778.296, -344.443, 9686.149 
19493,   195, 3306.424, 1778.296, -344.443, 830.094 
19494,  1828, 3330.896, 1757.326, -349.289, 5775.312 
19495,  1446, 3355.678, 1740.244, -338.614, 2270.307 
19496,  1447, 3355.678, 1740.244, -338.614, 4156.560 
19497,  1449, 3355.678, 1740.244, -338.614, 278.356 
19498,   473, 3311.850, 1777.139, -347.432, 6483.957 
19499,   483, 3329.077, 1774.166, -335.113, 3886.632 
19500,   487, 3329.077, 1774.166, -335.113, 2365.140 
19501,   488, 3329.077, 1774.166, -335.113, 4348.474 
19502,   489, 3329.077, 1774.166, -335.113, 6407.433 
19503,   491, 3329.077, 1774.166, -335.113, 2642.139 
19504,   492, 3329.077, 1774.166, -335.113, 4744.711 
19505,   655, 3320.308, 1773.475, -329.831, 1510.909 
19506,   656, 3320.308, 1773.475, -329.831, 9605.191 
19507,   657, 3320.308, 1773.475, -329.831, 675.322 
19508,  1696, 3357.470, 1740.057, -336.104, 6423.050 
19509,  1697, 3357.470, 1740.057, -336.104, 2551.578 
19510,  1702, 3357.470, 1740.057, -336.104, 5426.458 
19511,  1703, 3357.470, 1740.057, -336.104, 6419.064 
19512,  1704, 3357.470, 1740.057, -336.104, 9445.921 
19513,  1705, 3357.470, 1740.057, -336.104, 3200.139 
19514,  1312, 3382.385, 1717.205, -345.384, 2584.707 
19515,   917, 3319.158, 1781.001, -340.419, 308.745 
19516,   921, 3319.158, 1781.001, -340.419, 9524.825 
19517,   922, 3319.158, 1781.001, -340.419, 2858.734 
19518,   108, 3367.722, 1732.038, -339.281, 5157.355 
19519,  2490, 3374.085, 1733.761, -338.786, 1222.441 
19520,  2491, 3374.085, 1733.761, -338.786, 1556.383 
19521,  1158, 3315.347, 1765.852, -331.630, 1479.964 
19522,  1159, 3315.347, 1765.852, -331.630, 5147.260 
19523,  1163, 3315.347, 1765.852, -331.630, 6017.655 
19524,  1164, 3315.347, 1765.852, -331.630, 7578.463 
19525,  1165, 3315.347, 1765.852, -331.630, 9593.845 
19526,  1166, 3315.347, 1765.852, -331.630, 7265.255 
19527,    24, 3314.777, 1781.150, -340.683, 452.150 
19528,    27, 3314.777, 1781.150, -340.683, 1587.136 
19529,  1077, 3310.151, 1781.412, -326.668, 201.404 
19530,  1079, 3310.151, 1781.412, -326.668, 3213.854 
19531,  1879, 3316.098, 1762.812, -345.191, 143.487 
19532,  1886, 3316.098, 1762.812, -345.191, 738.853 
19533,  1887, 3316.098, 1762.812, -345.191, 211.994 
19534,  1888, 3316.098, 1762.812, -345.191, 9486.579 
19535,  1889, 3316.098, 1762.812, -345.191, 9486.579 
19536,  1890, 3316.098, 1762.812, -345.191, 9486.579 
19537,  1891, 3316.098, 1762.812, -345.191, 819.179 
19538,  1192, 3306.697, 1768.594, -328.074, 9006.060 
19539,  1193, 3306.697, 1768.594, -328.074, 5919.573 
19540,  1979, 3381.479, 1728.596, -341.909, 1543.935 
19541,  1980, 3381.479, 1728.596, -341.909, 2737.384 
19542,  1285, 3338.995, 1750.003, -337.695, 2444.291 
19543,  1286, 3338.995, 1750.003, -337.695, 431.548 
19544,  1287, 3338.995, 1750.003, -337.695, 8719.246 
19545,  1288, 3338.995, 1750.003, -337.695, 2750.530 
19546,  1710, 3350.895, 1760.947, -342.025, 2436.010 
19547,  1711, 3350.895, 1760.947, -342.025, 503.284 
19548,  1714, 3350.895, 1760.947, -342.025, 9276.511 
19549,  1715, 3350.895, 1760.947, -342.025, 3119.942 
19550,   220, 3363.830, 1751.057, -345.274, 2888.009 
19551,   221, 3363.830, 1751.057, -345.274, 9534.505 
19552,   222, 3363.830, 1751.057, -345.274, 4626.881 
19553,   536, 3307.798, 1784.892, -342.538, 1273.713 
19554,   537, 3307.798, 1784.892, -342.538, 473.601 
19555,   575, 3377.449, 1715.800, -348.703, 5828.726 
19556,   576, 3377.449, 1715.800, -348.703, 9582.507 
19557,   577, 3377.449, 1715.800, -348.703, 9582.507 
19558,   578, 3377.449, 1715.800, -348.703, 281.251 
19559,   583, 3377.449, 1715.800, -348.703, 3235.521 
19560,  1141, 3349.598, 1759.299, -346.239, 766.288 
19561,  1142, 3349.598, 1759.299, -346.239, 9549.066 
19562,  1143, 3349.598, 1759.299, -346.239, 561.996 
19563,    18, 3322.092, 1755.103, -336.049, 1840.083 
19564,  1927, 3339.336, 1766.419, -344.491, 1652.625 
19565,  1220, 3316.964, 1758.981, -340.650, 3995.627 
19566,  1221, 3316.964, 1758.981, -340.650, 6684.851 
19567,  2085, 3335.645, 1750.301, -347.235, 3784.089 
19568,    89, 3309.198, 1782.764, -335.827, 1779.061 
19569,    90, 3309.198, 1782.764, -335.827, 9536.597 
19570,    91, 3309.198, 1782.764, -335.827, 9536.597 
19571,    92, 3309.198, 1782.764, -335.827, 3794.690 
19572,   557, 3345.185, 1742.437, -339.201, 703.398 
19573,   558, 3345.185, 1742.437, -339.201, 9079.469 
19574,   560, 3345.185, 1742.437, -339.201, 3242.686 
19575,   561, 3345.185, 1742.437, -339.201, 3106.192 
19576,   568, 3345.185, 1742.437, -339.201, 767.312 
19577,   569, 3345.185, 1742.437, -339.201, 9644.037 
19578,   570, 3345.185, 1742.437, -339.201, 899.297 
19579,  1478, 3306.682, 1775.716, -344.415, 843.753 
19580,  1481, 3306.682, 1775.716, -344.415, 364.461 
19581,  1635, 3376.553, 1731.307, -342.426, 4510.499 
19582,  1636, 3376.553, 1731.307, -342.426, 5986.951 
19583,  1641, 3376.553, 1731.307, -342.426, 3711.549 
19584,  1642, 3376.553, 1731.307, -342.426, 9511.076 
19585,  1643, 3376.553, 1731.307, -342.426, 9511.076 
19586,  1644, 3376.553, 1731.307, -342.426, 4467.341 
19587,     6, 3396.908, 1700.379, -348.336, 9492.099 
19588,     7, 3396.908, 1700.379, -348.336, 9492.099 
19589,     8, 3396.908, 1700.379, -348.336, 4478.461 
19590,  1290, 3335.573, 1765.166, -346.845, 839.085 
19591,  1291, 3335.573, 1765.166, -346.845, 1841.411 
19592,   345, 3309.944, 1765.289, -332.675, 4360.006 
19593,   346, 3309.944, 1765.289, -332.675, 9480.533 
19594,   347, 3309.944, 1765.289, -332.675, 1592.304 
19595,   167, 3345.230, 1764.674, -346.228, 2332.745 
19596,   168, 3345.230, 1764.674, -346.228, 9671.919 
19597,   169, 3345.230, 1764.674, -346.228, 6531.095 
19598,   170, 3345.230, 1764.674, -346.228, 1675.726 
19599,  1392, 3395.672, 1701.717, -348.660, 870.765 
19600,    41, 3312.522, 1785.284, -335.757, 3249.189 
19601,    42, 3312.522, 1785.284, -335.757, 5015.305 
19602,  2275, 3348.330, 1756.845, -346.743, 8507.318 
19603,  2276, 3348.330, 1756.845, -346.743, 2276.629 
19604,  1536, 3342.315, 2443.942, 44.769, 2723.239 
19605,   320, 3372.550, 2437.317, 48.013, 2666.903 
19606,  1479, 3308.966, 2442.985, 48.511, 2364.616 
19607,  1236, 3387.342, 2453.308, 46.219, 5911.445 
19608,  2004, 3369.954, 2453.906, 43.461, 1065.222 
19609,   868, 3384.129, 2438.480, 47.062, 5245.098 
19610,   869, 3384.129, 2438.480, 47.062, 6698.689 
19611,   667, 3304.807, 2440.674, 49.337, 6955.529 
19612,   668, 3304.807, 2440.674, 49.337, 2679.482 
19613,   671, 3304.807, 2440.674, 49.337, 814.837 
19614,   672, 3304.807, 2440.674, 49.337, 4473.822 
19615,  1840, 3368.255, 2453.180, 42.995, 8671.379 
19616,  1841, 3368.255, 2453.180, 42.995, 10228.263 
19617,  1842, 3368.255, 2453.180, 42.995, 9203.914 
19618,  1844, 3368.255, 2453.180, 42.995, 7561.486 
19619,  1845, 3368.255, 2453.180, 42.995, 10228.263 
19620,  1846, 3368.255, 2453.180, 42.995, 3256.497 
19621,   484, 3373.387, 2453.053, 48.078, 1826.730 
19622,   485, 3373.387, 2453.053, 48.078, 10208.295 
19623,   486, 3373.387, 2453.053, 48.078, 9831.229 
19624,  1563, 3373.244, 2445.747, 43.464, 2977.805 
19625,  1564, 3373.244, 2445.747, 43.464, 3746.954 
19626,   543, 3337.556, 2453.526, 51.591, 2973.514 
19627,  1195, 3324.377, 2451.849, 65.435, 8381.366 
19628,  1196, 3324.377, 2451.849, 65.435, 10198.428 
19629,  1197, 3324.377, 2451.849, 65.435, 10198.428 
19630,  1198, 3324.377, 2451.849, 65.435, 4660.704 
19631,  1208, 3324.377, 2451.849, 65.435, 204.763 
19632,  1209, 3324.377, 2451.849, 65.435, 10198.428 
19633,  1210, 3324.377, 2451.849, 65.435, 10198.428 
19634,  1211, 3324.377, 2451.849, 65.435, 10198.428 
19635,  1212, 3324.377, 2451.849, 65.435, 2100.759 
19636,  1214, 3324.377, 2451.849, 65.435, 2492.736 
19637,  1215, 3324.377, 2451.849, 65.435, 8878.539 
19638,   170, 3305.752, 2444.251, 50.260, 555.029 
19639,   171, 3305.752, 2444.251, 50.260, 10210.906 
19640,   172, 3305.752, 2444.251, 50.260, 5932.841 
19641,   173, 3305.752, 2444.251, 50.260, 10210.906 
19642,  2492, 3393.360, 2436.585, 50.556, 8992.829 
19643,  2493, 3393.360, 2436.585, 50.556, 1100.606 
19644,  1105, 3309.472, 2452.187, 50.397, 6860.850 
19645,  1106, 3309.472, 2452.187, 50.397, 5848.806 
19646,  1111, 3309.472, 2452.187, 50.397, 513.549 
19647,   402, 3310.525, 2445.654, 68.565, 1795.484 
19648,   404, 3310.525, 2445.654, 68.565, 1066.078 
19649,   405, 3310.525, 2445.654, 68.565, 10198.118 
19650,   406, 3310.525, 2445.654, 68.565, 3403.395 
19651,  1070, 3375.164, 2454.114, 55.121, 7680.536 
19652,  1071, 3375.164, 2454.114, 55.121, 10243.918 
19653,  1072, 3375.164, 2454.114, 55.121, 5830.823 
19654,  1498, 3338.280, 2435.018, 52.692, 5232.101 
19655,  2297, 3369.007, 2448.260, 61.047, 4201.338 
19656,  2298, 3369.007, 2448.260, 61.047, 10161.359 
19657,  2299, 3369.007, 2448.260, 61.047, 10161.359 
19658,  2300, 3369.007, 2448.260, 61.047, 10161.359 
19659,  2301, 3369.007, 2448.260, 61.047, 10161.359 
19660,  2302, 3369.007, 2448.260, 61.047, 9665.896 
19661,   650, 3346.633, 2456.232, 51.954, 2423.197 
19662,   651, 3346.633, 2456.232, 51.954, 10236.328 
19663,   652, 3346.633, 2456.232, 51.954, 2321.563 
19664,   653, 3346.633, 2456.232, 51.954, 5718.292 
19665,   654, 3346.633, 2456.232, 51.954, 10236.328 
19666,   655, 3346.633, 2456.232, 51.954, 5988.254 
19667,  1787, 3377.213, 2446.611, 59.158, 501.840 
19668,  1788, 3377.213, 2446.611, 59.158, 4326.854 
19669,  1789, 3377.213, 2446.611, 59.158, 4430.951 
19670,  1790, 3377.213, 2446.611, 59.158, 5129.290 
19671,  1793, 3377.213, 2446.611, 59.158, 2262.704 
19672,  1794, 3377.213, 2446.611, 59.158, 2858.624 
19673,  2416, 3356.105, 2436.094, 56.327, 5069.260 
19674,  1617, 3303.698, 2448.937, 64.734, 2834.065 
19675,  1618, 3303.698, 2448.937, 64.734, 10224.019 
19676,  1619, 3303.698, 2448.937, 64.734, 3791.523 
19677,  2021, 3356.376, 2445.860, 64.119, 3542.989 
19678,  2022, 3356.376, 2445.860, 64.119, 10181.567 
19679,  2023, 3356.376, 2445.860, 64.119, 10181.567 
19680,  2024, 3356.376, 2445.860, 64.119, 2519.321 
19681,  1279, 3382.033, 2452.462, 60.621, 83.203 
19682,  1092, 3304.260, 2435.703, 58.976, 9174.397 
19683,  1093, 3304.260, 2435.703, 58.976, 8378.521 
19684,  1096, 3304.260, 2435.703, 58.976, 6214.718 
19685,  1097, 3304.260, 2435.703, 58.976, 10156.814 
19686,  1098, 3304.260, 2435.703, 58.976, 1959.904 
19687,  1396, 3343.199, 2438.898, 51.391, 808.258 
19688,  1398, 3343.199, 2438.898, 51.391, 1282.425 
19689,   495, 3302.845, 2433.712, 54.712, 1993.407 
19690,   388, 3336.542, 2439.690, 64.595, 5758.563 
19691,  1144, 3304.889, 2438.848, 51.785, 3746.733 
19692,  1145, 3304.889, 2438.848, 51.785, 10224.739 
19693,  1146, 3304.889, 2438.848, 51.785, 10224.739 
19694,  1147, 3304.889, 2438.848, 51.785, 10224.739 
19695,  1148, 3304.889, 2438.848, 51.785, 10224.739 
19696,  1149, 3304.889, 2438.848, 51.785, 10224.739 
19697,  1150, 3304.889, 2438.848, 51.785, 10224.739 
19698,  1151, 3304.889, 2438.848, 51.785, 2311.423 
19699,   253, 3352.188, 2436.746, 56.203, 4481.927 
19700,   478, 3369.891, 2453.273, 51.969, 6375.508 
19701,   479, 3369.891, 2453.273, 51.969, 600.586 
19702,   480, 3369.891, 2453.273, 51.969, 10220.429 
19703,   481, 3369.891, 2453.273, 51.969, 10220.429 
19704,   482, 3369.891, 2453.273, 51.969, 1592.895 
19705,   486, 3369.891, 2453.273, 51.969, 1226.741 
19706,   487, 3369.891, 2453.273, 51.969, 4866.493 
19707,  2021, 3372.376, 2440.070, 61.177, 2152.780 
19708,   137, 3313.705, 2433.434, 56.785, 10064.887 
19709,   138, 3313.705, 2433.434, 56.785, 4709.927 
19710,   139, 3313.705, 2433.434, 56.785, 1118.369 
19711,  2150, 3342.548, 2443.655, 62.710, 7657.299 
19712,   408, 3340.616, 2453.349, 58.894, 4932.350 
19713,   409, 3340.616, 2453.349, 58.894, 10227.369 
19714,   410, 3340.616, 2453.349, 58.894, 305.463 
19715,  1887, 3316.138, 2451.514, 59.149, 2220.716 
19716,  1895, 3316.138, 2451.514, 59.149, 5897.985 
19717,  1896, 3316.138, 2451.514, 59.149, 10171.390 
19718,  1897, 3316.138, 2451.514, 59.149, 5101.161 
19719,  1156, 3362.405, 2438.250, 52.624, 3347.845 
19720,  1157, 3362.405, 2438.250, 52.624, 3531.915 
19721,  1817, 3308.584, 2434.614, 62.448, 5764.442 
19722,  1824, 3308.584, 2434.614, 62.448, 615.267 
19723,  1996, 3306.829, 2441.811, 68.848, 6841.267 
19724,  1997, 3306.829, 2441.811, 68.848, 10152.468 
19725,  1998, 3306.829, 2441.811, 68.848, 4550.889 
19726,  1127, 3324.700, 2450.439, 63.203, 5277.734 
19727,   657, 3340.667, 2433.370, 57.552, 7319.172 
19728,   658, 3340.667, 2433.370, 57.552, 10165.519 
19729,   659, 3340.667, 2433.370, 57.552, 6914.978 
19730,   424, 3396.815, 2448.274, 57.602, 7228.526 
19731,   425, 3396.815, 2448.274, 57.602, 10233.337 
19732,   426, 3396.815, 2448.274, 57.602, 1623.191 
19733,  1673, 3336.422, 2449.988, 50.764, 1217.972 
19734,  1674, 3336.422, 2449.988, 50.764, 2110.575 
19735,  2154, 3358.475, 2454.493, 55.676, 559.698 
19736,   852, 3347.344, 2441.355, 61.426, 248.859 
19737,  1194, 3350.250, 2434.030, 56.772, 3873.759 
19738,  1239, 3302.876, 2442.279, 68.200, 1063.173 
19739,  1243, 3302.876, 2442.279, 68.200, 750.945 
19740,  2252, 3361.626, 2598.393, 137.743, 2696.262 
19741,  1495, 3390.881, 2555.709, 124.534, 534.338 
19742,  1498, 3390.881, 2555.709, 124.534, 3658.100 
19743,  1499, 3390.881, 2555.709, 124.534, 10210.606 
19744,  1500, 3390.881, 2555.709, 124.534, 6116.315 
19745,  2399, 3399.246, 2566.465, 121.865, 1710.941 
19746,  2400, 3399.246, 2566.465, 121.865, 10238.867 
19747,  2401, 3399.246, 2566.465, 121.865, 2802.356 
19748,  2402, 3399.246, 2566.465, 121.865, 4065.883 
19749,    54, 3368.031, 2593.834, 118.507, 6900.272 
19750,    55, 3368.031, 2593.834, 118.507, 9972.150 
19751,    57, 3368.031, 2593.834, 118.507, 4857.026 
19752,    58, 3368.031, 2593.834, 118.507, 3784.930 
19753,    59, 3368.031, 2593.834, 118.507, 2249.804 
19754,    64, 3368.031, 2593.834, 118.507, 1336.568 
19755,    65, 3368.031, 2593.834, 118.507, 10261.034 
19756,    66, 3368.031, 2593.834, 118.507, 10261.034 
19757,    67, 3368.031, 2593.834, 118.507, 5518.941 
19758,    69, 3368.031, 2593.834, 118.507, 3189.133 
19759,   114, 3364.027, 2584.992, 121.121, 2438.677 
19760,   115, 3364.027, 2584.992, 121.121, 2864.710 
19761,  1482, 3362.329, 2587.511, 130.743, 2453.846 
19762,  1485, 3362.329, 2587.511, 130.743, 6650.234 
